original index,load power (kW),solar power (kW),battery power (kW),battery SoC (kWh),solar capacity (kW),battery capacity (kWh),battery peak power (kW)
1514748000,8.1143196456542,-0.0566666661762,0.7798979574320001,8.526,5.07333336274,9.8,5.0
1514748300,8.117083513744099,-0.0646938764471,0.772708330303,8.608526315790002,5.07333336274,9.8,5.0
1514748600,8.1491615734647,-0.07833333173769999,0.7808124919730001,8.66211111111,5.07333336274,9.8,5.0
1514748900,8.237779794609002,-0.082244896463,0.7790612189139999,8.722,5.07333336274,9.8,5.0
1514749200,8.3114068265247,-0.0929166669957,0.766979169101,8.81455555556,5.07333336274,9.8,5.0
1514749500,8.292696762749001,-0.100816327698,0.770346944429,8.87157894737,5.07333336274,9.8,5.0
1514749800,8.1533449468645,-0.0968085113675,0.7779574394230001,8.92344444444,5.07333336274,9.8,5.0
1514750100,8.074779500096,-0.110816327133,0.748734696787,9.016,5.07333336274,9.8,5.0
1514750400,8.059983505481,-0.139183673628,0.761000001917,9.07044444444,5.07333336274,9.8,5.0
1514750700,8.125859446357001,-0.123617020852,0.778957449375,9.12431578947,5.07333336274,9.8,5.0
1514751000,8.181208093574,-0.12061224224,0.735204081146,9.212,5.07333336274,9.8,5.0
1514751300,8.144101940668001,-0.152653060549,0.753551022131,9.26873684211,5.07333336274,9.8,5.0
1514751600,8.213574890597,-0.269583333284,0.772208334257,9.32031578947,5.07333336274,9.8,5.0
1514751900,8.159130900321,-0.391489358658,0.712958343327,9.408,5.07333336274,9.8,5.0
1514752200,8.002942763739,-0.6183673411,0.741224486001,9.45957894737,5.07333336274,9.8,5.0
1514752500,7.982148208170001,-0.771666662147,0.7685510175570001,9.506,5.07333336274,9.8,5.0
1514752800,8.082393468539,-0.865510202184,0.699249997735,9.604,5.07333336274,9.8,5.0
1514753100,8.086726438558,-0.967346939505,0.669020409487,9.64755555556,5.07333336274,9.8,5.0
1514753400,8.086044689196,-1.0648979556799998,0.489653063064,9.702,5.07333336274,9.8,5.0
1514753700,8.077918173955,-1.16285713838,0.429938779355,9.71288888889,5.07333336274,9.8,5.0
1514754000,8.419820352321,-0.149387758301,-4.64759185997,9.57821052632,5.07333336274,9.8,5.0
1514754300,8.578712931855499,-0.0946000012755,-4.92836004257,9.114,5.07333336274,9.8,5.0
1514754600,8.547803981648,-0.07000000029799999,-4.92620408778,8.66010526316,5.07333336274,9.8,5.0
1514754900,8.605930506258002,-0.07000000029799999,-4.92453056452,8.18042105263,5.07333336274,9.8,5.0
1514755200,8.606636625017702,-0.0616326519877,-4.9222040663,7.71477777778,5.07333336274,9.8,5.0
1514755500,8.5887598691889,-0.0599999986589,-4.92055996895,7.23652631579,5.07333336274,9.8,5.0
1514755800,8.5748897132389,-0.0599999986589,-4.918489806509999,6.75111111111,5.07333336274,9.8,5.0
1514756100,8.499808322828901,-0.0599999986589,-4.91620834668,6.272,5.07333336274,9.8,5.0
1514756400,8.5126448731689,-0.0599999986589,-4.91524491018,5.782,5.07333336274,9.8,5.0
1514756700,8.6720365613089,-0.0599999986589,-4.91383675167,5.2811111111099995,5.07333336274,9.8,5.0
1514757000,8.7263058753189,-0.0599999986589,-4.91230611412,4.78136842105,5.07333336274,9.8,5.0
1514757300,8.617775365598899,-0.0599999986589,-4.911775501409999,4.26844444444,5.07333336274,9.8,5.0
1514757600,8.6205140636589,-0.0599999986589,-4.91071420786,3.76526315789,5.07333336274,9.8,5.0
1514757900,8.5579835134789,-0.0599999986589,-4.90918359951,3.2503333333300004,5.07333336274,9.8,5.0
1514758200,8.5223141913689,-0.0599999986589,-4.900714251459999,2.744,5.07333336274,9.8,5.0
1514758500,8.5339305374789,-0.0599999986589,-4.87253063552,2.21273684211,5.07333336274,9.8,5.0
1514758800,8.602236542782501,-0.0732000008225,-4.8388367185800005,1.70955555556,5.07333336274,9.8,5.0
1514759100,8.40471814196,-2.02734694265,-1.27757142681,1.30494736842,5.07333336274,9.8,5.0
1514759400,8.287207899144299,-2.8212244316,-0.0401836733443,1.28488888889,5.07333336274,9.8,5.0
1514759700,8.2121018782303,-2.91081637752,-0.0952857138603,1.2843157894700001,5.07333336274,9.8,5.0
1514760000,8.0629672414564,-2.99938775569,-0.0409795931464,1.29033333333,5.07333336274,9.8,5.0
1514760300,8.0796598166591,-3.03499995708,-0.0758600014891,1.2843157894700001,5.07333336274,9.8,5.0
1514760600,8.107562315002,-2.99499995137,-0.148562500962,1.27915789474,5.07333336274,9.8,5.0
1514760900,8.212963173690202,-3.06979593566,-0.0993673477502,1.2794444444400002,5.07333336274,9.8,5.0
1514761200,8.23255906944,-3.2479591856200005,0.99599999163,1.3565263157899998,5.07333336274,9.8,5.0
1514761500,8.320141617460001,-3.33187494675,1.0593333244299998,1.4645555555599998,5.07333336274,9.8,5.0
